序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
13,林德福,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,儀美科技有限公司,27845657,0.00,4666.00,,,,影印費,金錢,,,,,,,,,
14,林德福,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,宴唯善企業有限公司,46462588,0.00,1100.00,,,,餐飲支出,金錢,,,,,,,,,
15,林德福,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,499.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
16,林德福,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,鳳城臘味家,04568224,0.00,200.00,,,,餐飲支出,金錢,,,,,,,,,
17,林德福,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,338.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
18,林德福,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,2923.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
19,林德福,109年立法委員選舉,第一次賸餘,1090228,當選後與其公務有關之費用支出,剛剛股份有限公司,52506917,0.00,924.00,,,,餐飲支出,金錢,,,,,,,,,
20,林德福,109年立法委員選舉,第一次賸餘,1090228,當選後與其公務有關之費用支出,林家花苑,66926072,0.00,8000.00,,,,聯誼費用-高架花籃批,金錢,新北市永和區****,2926*****,,,,,,,
21,林德福,109年立法委員選舉,第一次賸餘,1090229,當選後與其公務有關之費用支出,FACEBOOK IRELAND LTD.,,0.00,6184.00,,,,播送、傳送或刊登宣傳廣告支出-臉書推廣費,金錢,GrandC****,,,,,,,,
22,林德福,109年立法委員選舉,第一次賸餘,1090229,當選後與其公務有關之費用支出,金門酒廠實業股份有限公司,16436466,0.00,40920.00,,,,餐飲支出,金錢,金門縣金寧鄉****,082-*****,,,,,,,
23,林德福,109年立法委員選舉,第一次賸餘,1090229,當選後與其公務有關之費用支出,台灣中油股份有限公司,77402185,0.00,1151.00,,,,油資,金錢,,,,,,,,,
24,林德福,109年立法委員選舉,第一次賸餘,1090301,當選後與其公務有關之費用支出,三澧企業股份有限公司,80698084,0.00,582.00,,,,餐飲支出,金錢,,,,,,,,,
25,林德福,109年立法委員選舉,第一次賸餘,1090303,當選後與其公務有關之費用支出,佳泓汽球花藝設計坊,15777520,0.00,16700.00,,,,聯誼費用-高架花籃批,金錢,新北市永和區****,8923*****,,,,,,,
26,林德福,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,伯光文具印刷有限公司,21201382,0.00,230.00,,,,文具用品費用,金錢,,,,,,,,,
27,林德福,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,王記餐飲有限公司,42699886,0.00,189.00,,,,餐飲支出,金錢,,,,,,,,,
28,林德福,109年立法委員選舉,第一次賸餘,1090309,當選後與其公務有關之費用支出,大統牛排館,66916721,0.00,330.00,,,,餐飲支出,金錢,,,,,,,,,
29,林德福,109年立法委員選舉,第一次賸餘,1090310,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,1152.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
30,林德福,109年立法委員選舉,第一次賸餘,1090311,當選後與其公務有關之費用支出,史丹利音樂餐坊,38502453,0.00,1650.00,,,,餐飲支出,金錢,,,,,,,,,
31,林德福,109年立法委員選舉,第一次賸餘,1090313,當選後與其公務有關之費用支出,宴唯善企業有限公司,46462588,0.00,1400.00,,,,餐飲支出,金錢,,,,,,,,,
32,林德福,109年立法委員選舉,第一次賸餘,1090317,當選後與其公務有關之費用支出,豐郁生活館有限公司,80637539,0.00,779.00,,,,日用品-電蚊香,金錢,,,,,,,,,
33,林德福,109年立法委員選舉,第一次賸餘,1090318,當選後與其公務有關之費用支出,悠旅生活事業股份有限公司,53730548,0.00,135.00,,,,餐飲支出,金錢,,,,,,,,,
34,林德福,109年立法委員選舉,第一次賸餘,1090320,當選後與其公務有關之費用支出,台北自來水事業股份有限公司,03774909,0.00,274.00,,,,水電瓦斯費用-水費,金錢,,,,,,,,,
35,林德福,109年立法委員選舉,第一次賸餘,1090320,當選後與其公務有關之費用支出,成美洋食館有限公司,24556268,0.00,1375.00,,,,餐飲支出,金錢,,,,,,,,,
36,林德福,109年立法委員選舉,第一次賸餘,1090321,當選後與其公務有關之費用支出,台灣大哥大股份有限公司,97176270,0.00,199.00,,,,電信費用-台灣大哥大電信費,金錢,臺北市信義區****,,,,,,,,
37,林德福,109年立法委員選舉,第一次賸餘,1090322,當選後與其公務有關之費用支出,剛剛股份有限公司,52506917,0.00,737.00,,,,餐飲支出,金錢,,,,,,,,,
38,林德福,109年立法委員選舉,第一次賸餘,1090323,當選後與其公務有關之費用支出,清圻企業有限公司,23381023,0.00,923.00,,,,油資,金錢,,,,,,,,,
39,林德福,109年立法委員選舉,第一次賸餘,1090323,當選後與其公務有關之費用支出,三創數位股份有限公司,25136736,0.00,1350.00,,,,餐飲支出,金錢,,,,,,,,,
40,林德福,109年立法委員選舉,第一次賸餘,1090323,當選後與其公務有關之費用支出,世界豆漿大王店,31676513,0.00,110.00,,,,餐飲支出,金錢,,,,,,,,,
41,林德福,109年立法委員選舉,第一次賸餘,1090323,當選後與其公務有關之費用支出,宴唯善企業有限公司,46462588,0.00,350.00,,,,餐飲支出,金錢,,,,,,,,,
42,林德福,109年立法委員選舉,第一次賸餘,1090324,當選後與其公務有關之費用支出,史丹利音樂餐坊,38502453,0.00,4059.00,,,,餐飲支出,金錢,,,,,,,,,
43,林德福,109年立法委員選舉,第一次賸餘,1090324,當選後與其公務有關之費用支出,微風松高分公司,54370346,0.00,220.00,,,,餐飲支出,金錢,,,,,,,,,
44,林德福,109年立法委員選舉,第一次賸餘,1090324,當選後與其公務有關之費用支出,美華食品有限公司,66418962,0.00,115.00,,,,餐飲支出,金錢,,,,,,,,,
45,林德福,109年立法委員選舉,第一次賸餘,1090324,當選後與其公務有關之費用支出,新光三越股份有限公司,80033340,0.00,990.00,,,,餐飲支出,金錢,,,,,,,,,
46,林德福,109年立法委員選舉,第一次賸餘,1090324,當選後與其公務有關之費用支出,一杯起餐飲股份有限公司,82798383,0.00,180.00,,,,餐飲支出,金錢,,,,,,,,,
47,林德福,109年立法委員選舉,第一次賸餘,1090325,當選後與其公務有關之費用支出,辣呼呼餐飲有限公司,50968504,0.00,340.00,,,,餐飲支出,金錢,,,,,,,,,
48,林德福,109年立法委員選舉,第一次賸餘,1090325,當選後與其公務有關之費用支出,一杯起餐飲股份有限公司,82798383,0.00,1000.00,,,,餐飲支出,金錢,,,,,,,,,
49,林德福,109年立法委員選舉,第一次賸餘,1090325,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,622.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
50,林德福,109年立法委員選舉,第一次賸餘,1090326,當選後與其公務有關之費用支出,天使之手小吃店,76957432,0.00,638.00,,,,餐飲支出,金錢,,,,,,,,,
51,林德福,109年立法委員選舉,第一次賸餘,1090326,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,324.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
52,林德福,109年立法委員選舉,第一次賸餘,1090330,當選後與其公務有關之費用支出,行運小吃店有限公司,42612609,0.00,5005.00,,,,餐飲支出,金錢,,,,,,,,,
53,林德福,109年立法委員選舉,第一次賸餘,1090330,當選後與其公務有關之費用支出,華泰大飯店企業股份有限公司,54398626,0.00,495.00,,,,餐飲支出,金錢,,,,,,,,,
54,林德福,109年立法委員選舉,第一次賸餘,1090330,當選後與其公務有關之費用支出,沐目餐飲國際股份有限公司,85116333,0.00,990.00,,,,餐飲支出,金錢,,,,,,,,,
55,林德福,109年立法委員選舉,第一次賸餘,1090331,當選後與其公務有關之費用支出,FACEBOOK IRELAND LTD.,,0.00,7153.00,,,,播送、傳送或刊登宣傳廣告支出-臉書推廣費,金錢,GrandC****,,,,,,,,
56,林德福,109年立法委員選舉,第一次賸餘,1090331,當選後與其公務有關之費用支出,新東陽股份有限公司,26684014,0.00,527.00,,,,餐飲支出,金錢,,,,,,,,,
57,林德福,109年立法委員選舉,第一次賸餘,1090331,當選後與其公務有關之費用支出,全家便利商店股份有限公司,28414683,0.00,335.00,,,,餐飲支出,金錢,,,,,,,,,
58,林德福,109年立法委員選舉,第一次賸餘,1090331,當選後與其公務有關之費用支出,統一超商股份有限公司,54918020,0.00,25.00,,,,餐飲費用,金錢,,,,,,,,,
59,林德福,109年立法委員選舉,第一次賸餘,1090331,當選後與其公務有關之費用支出,林家花苑,66926072,0.00,10000.00,,,,聯誼費用-花籃批,金錢,新北市永和區****,2926*****,,,,,,,
60,林德福,109年立法委員選舉,第一次賸餘,1090401,當選後與其公務有關之費用支出,台灣中油股份有限公司,49658050,0.00,600.00,,,,油資,金錢,,,,,,,,,
61,林德福,109年立法委員選舉,第一次賸餘,1090402,當選後與其公務有關之費用支出,蜜世界蔬果專賣店,17288920,0.00,1800.00,,,,水果,金錢,,,,,,,,,
62,林德福,109年立法委員選舉,第一次賸餘,1090403,當選後與其公務有關之費用支出,錢櫃企業股份有限公司,70760073,0.00,3149.00,,,,餐飲支出,金錢,,,,,,,,,
63,林德福,109年立法委員選舉,第一次賸餘,1090405,當選後與其公務有關之費用支出,福來許生活企業股份有限公司,53946049,0.00,1430.00,,,,餐飲支出,金錢,,,,,,,,,
64,林德福,109年立法委員選舉,第一次賸餘,1090408,當選後與其公務有關之費用支出,佳泓汽球花藝設計坊,15777520,0.00,22000.00,,,,聯誼費用-高架花籃批,金錢,新北市永和區****,8923*****,,,,,,,
65,林德福,109年立法委員選舉,第一次賸餘,1090408,當選後與其公務有關之費用支出,飲研餐飲股份有限公司,55389820,0.00,1700.00,,,,餐飲支出,金錢,,,,,,,,,
66,林德福,109年立法委員選舉,第一次賸餘,1090408,當選後與其公務有關之費用支出,大嘉商會股份有限公司,76616580,0.00,1021.00,,,,餐飲支出,金錢,,,,,,,,,
67,林德福,109年立法委員選舉,第一次賸餘,1090410,當選後與其公務有關之費用支出,成沛小吃店,42352420,0.00,880.00,,,,餐飲支出,金錢,,,,,,,,,
68,林德福,109年立法委員選舉,第一次賸餘,1090410,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,1024.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
69,林德福,109年立法委員選舉,第一次賸餘,1090412,當選後與其公務有關之費用支出,稻葉國際有限公司,43862479,0.00,770.00,,,,餐飲支出,金錢,,,,,,,,,
70,林德福,109年立法委員選舉,第一次賸餘,1090412,當選後與其公務有關之費用支出,和德昌股份有限公司,75983355,0.00,157.00,,,,餐飲支出,金錢,,,,,,,,,
71,林德福,109年立法委員選舉,第一次賸餘,1090412,當選後與其公務有關之費用支出,台灣屈臣氏個人用品商店股份有限公司,89391331,0.00,699.00,,,,日用品,金錢,,,,,,,,,
72,林德福,109年立法委員選舉,第一次賸餘,1090412,當選後與其公務有關之費用支出,嵐迪小吃店,99159749,0.00,140.00,,,,餐飲支出,金錢,,,,,,,,,
73,林德福,109年立法委員選舉,第一次賸餘,1090413,當選後與其公務有關之費用支出,史丹利音樂餐坊,38502453,0.00,770.00,,,,餐飲支出,金錢,,,,,,,,,
74,林德福,109年立法委員選舉,第一次賸餘,1090413,當選後與其公務有關之費用支出,臺虎精釀股份有限公司,72964159,0.00,500.00,,,,餐飲支出,金錢,,,,,,,,,
75,林德福,109年立法委員選舉,第一次賸餘,1090414,當選後與其公務有關之費用支出,福源花坊,09737852,0.00,2000.00,,,,聯誼費用-蘭花盆,金錢,,,,,,,,,
76,林德福,109年立法委員選舉,第一次賸餘,1090420,當選後與其公務有關之費用支出,成美水果行,01221017,0.00,4000.00,,,,餐飲費用-水果批,金錢,臺北市中山區****,2506*****,,,,,,,
77,林德福,109年立法委員選舉,第一次賸餘,1090420,當選後與其公務有關之費用支出,儀美科技有限公司,27845657,0.00,4670.00,,,,影印費,金錢,臺北市大安區****,2733*****,,,,,,,
78,林德福,109年立法委員選舉,第一次賸餘,1090421,當選後與其公務有關之費用支出,台灣大哥大股份有限公司,97176270,0.00,199.00,,,,電信費用-台灣大哥大電信費,金錢,臺北市信義區****,,,,,,,,
79,林德福,109年立法委員選舉,第一次賸餘,1090422,當選後與其公務有關之費用支出,誠正聯合會計師事務所,01014903,0.00,70000.00,,,,剩餘政治獻金會計諮詢費,金錢,臺北市中正區****,0239*****,,,,,,,
80,林德福,109年立法委員選舉,第一次賸餘,1090422,當選後與其公務有關之費用支出,福源花坊,09737852,0.00,3000.00,,,,聯誼費用-蘭花一式,金錢,新北市新莊區****,2900*****,,,,,,,
81,林德福,109年立法委員選舉,第一次賸餘,1090422,當選後與其公務有關之費用支出,福來許生活企業股份有限公司,53946049,0.00,1463.00,,,,餐飲支出,金錢,,,,,,,,,
82,林德福,109年立法委員選舉,第一次賸餘,1090423,當選後與其公務有關之費用支出,成美水果行,01221017,0.00,5600.00,,,,餐飲費用-水果批,金錢,臺北市中山區****,2506*****,,,,,,,
83,林德福,109年立法委員選舉,第一次賸餘,1090423,當選後與其公務有關之費用支出,福源花坊,09737852,0.00,3000.00,,,,聯誼費用-蘭花式,金錢,新北市新莊區****,2900*****,,,,,,,
84,林德福,109年立法委員選舉,第一次賸餘,1090423,當選後與其公務有關之費用支出,馮記上海小館,19757413,0.00,30000.00,,,,餐飲支出,金錢,新北市永和區****,2929*****,,,,,,,
85,林德福,109年立法委員選舉,第一次賸餘,1090426,當選後與其公務有關之費用支出,獅子頭加油站,22912749,0.00,852.00,,,,油資,金錢,,,,,,,,,
86,林德福,109年立法委員選舉,第一次賸餘,1090426,當選後與其公務有關之費用支出,完美比例國際股份有限公司,76922194,0.00,7397.00,,,,餐飲支出,金錢,臺北市中山區****,,,,,,,,
87,林德福,109年立法委員選舉,第一次賸餘,1090426,當選後與其公務有關之費用支出,岳洋股份有限公司,82323400,0.00,250.00,,,,停車費,金錢,,,,,,,,,
88,林德福,109年立法委員選舉,第一次賸餘,1090427,當選後與其公務有關之費用支出,悠旅生活事業股份有限公司,52360912,0.00,185.00,,,,餐飲支出,金錢,,,,,,,,,
89,林德福,109年立法委員選舉,第一次賸餘,1090427,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,786.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
90,林德福,109年立法委員選舉,第一次賸餘,1090428,當選後與其公務有關之費用支出,成美水果行,01221017,0.00,5700.00,,,,餐飲費用-水果批,金錢,臺北市中山區****,2506*****,,,,,,,
91,林德福,109年立法委員選舉,第一次賸餘,1090428,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,321.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
92,林德福,109年立法委員選舉,第一次賸餘,1090429,當選後與其公務有關之費用支出,老八風小吃店,31825534,0.00,2915.00,,,,餐飲支出,金錢,,,,,,,,,
93,林德福,109年立法委員選舉,第一次賸餘,1090430,當選後與其公務有關之費用支出,FACEBOOK IRELAND LTD.,,0.00,2770.00,,,,播送、傳送或刊登宣傳廣告支出-臉書推廣費,金錢,GrandC****,,,,,,,,
94,林德福,109年立法委員選舉,第一次賸餘,1090430,當選後與其公務有關之費用支出,台北牛乳大王企業有限公司,16590657,0.00,160.00,,,,餐飲支出,金錢,,,,,,,,,
95,林德福,109年立法委員選舉,第一次賸餘,1090430,當選後與其公務有關之費用支出,林家花苑,66926072,0.00,16900.00,,,,聯誼費用-花籃批,金錢,新北市永和區****,2926*****,,,,,,,
96,林德福,109年立法委員選舉,第一次賸餘,1090506,捐贈教育、文化、公益、慈善機構或團體支出,財團法人板橋高中文教基金會,39599390,0.00,20000.00,,,,捐贈教育、文化、公益、慈善機構或團體支出,金錢,新北市板橋區****,2960*****,,,,,,,
97,林德福,109年立法委員選舉,第一次賸餘,1090507,當選後與其公務有關之費用支出,佳泓汽球花藝設計坊,15777520,0.00,6300.00,,,,聯誼費用-花籃批,金錢,新北市永和區****,8923*****,,,,,,,
98,林德福,109年立法委員選舉,第一次賸餘,1090508,當選後與其公務有關之費用支出,宴唯善企業有限公司,46462588,0.00,1050.00,,,,餐飲支出,金錢,,,,,,,,,
99,林德福,109年立法委員選舉,第一次賸餘,1090508,當選後與其公務有關之費用支出,完美比例國際股份有限公司,76922194,0.00,9900.00,,,,餐飲支出,金錢,臺北市中山區****,,,,,,,,
100,林德福,109年立法委員選舉,第一次賸餘,1090511,當選後與其公務有關之費用支出,國都汽車股份有限公司,27240926,0.00,12680.00,,,,維修宣傳車輛支出,金錢,,,,,,,,,
101,林德福,109年立法委員選舉,第一次賸餘,1090511,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,1133.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
102,林德福,109年立法委員選舉,第一次賸餘,1090512,當選後與其公務有關之費用支出,台灣一風堂股份有限公司,31833801,0.00,1109.00,,,,餐飲支出,金錢,,,,,,,,,
103,林德福,109年立法委員選舉,第一次賸餘,1090512,當選後與其公務有關之費用支出,剛剛股份有限公司,52506917,0.00,737.00,,,,餐飲支出,金錢,,,,,,,,,
104,林德福,109年立法委員選舉,第一次賸餘,1090515,當選後與其公務有關之費用支出,群欣置業股份有限公司,54352494,0.00,770.00,,,,餐飲支出,金錢,,,,,,,,,
105,林德福,109年立法委員選舉,第一次賸餘,1090518,當選後與其公務有關之費用支出,成美水果行,01221017,0.00,2000.00,,,,餐飲費用-水果批,金錢,臺北市中山區****,2506*****,,,,,,,
106,林德福,109年立法委員選舉,第一次賸餘,1090518,當選後與其公務有關之費用支出,馮記上海小館,19757413,0.00,30000.00,,,,餐飲支出,金錢,新北市永和區****,2929*****,,,,,,,
107,林德福,109年立法委員選舉,第一次賸餘,1090519,當選後與其公務有關之費用支出,悠旅生活事業股份有限公司,16840493,0.00,220.00,,,,餐飲支出,金錢,,,,,,,,,
108,林德福,109年立法委員選舉,第一次賸餘,1090521,當選後與其公務有關之費用支出,台灣大哥大股份有限公司,97176270,0.00,199.00,,,,電信費用-台灣大哥大電信費,金錢,臺北市信義區****,,,,,,,,
109,林德福,109年立法委員選舉,第一次賸餘,1090523,當選後與其公務有關之費用支出,飲研餐飲股份有限公司,55389820,0.00,350.00,,,,餐飲支出,金錢,,,,,,,,,
110,林德福,109年立法委員選舉,第一次賸餘,1090525,當選後與其公務有關之費用支出,爭鮮股份有限公司,24802563,0.00,240.00,,,,餐飲支出,金錢,,,,,,,,,
111,林德福,109年立法委員選舉,第一次賸餘,1090525,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,542.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
112,林德福,109年立法委員選舉,第一次賸餘,1090526,當選後與其公務有關之費用支出,成美水果行,01221017,0.00,9700.00,,,,餐飲費用-水果批,金錢,臺北市中山區****,2506*****,,,,,,,
113,林德福,109年立法委員選舉,第一次賸餘,1090526,當選後與其公務有關之費用支出,育人美術社,34732980,0.00,2510.00,,,,文具用品費用,金錢,,,,,,,,,
114,林德福,109年立法委員選舉,第一次賸餘,1090526,當選後與其公務有關之費用支出,剛剛股份有限公司,52506917,0.00,891.00,,,,餐飲支出,金錢,,,,,,,,,
115,林德福,109年立法委員選舉,第一次賸餘,1090526,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,311.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
116,林德福,109年立法委員選舉,第一次賸餘,1090527,當選後與其公務有關之費用支出,世代街區股份有限公司,42518908,0.00,3190.00,,,,餐飲支出,金錢,,,,,,,,,
117,林德福,109年立法委員選舉,第一次賸餘,1090528,當選後與其公務有關之費用支出,京橙商行,42244345,0.00,6060.00,,,,餐飲支出,金錢,,,,,,,,,
118,林德福,109年立法委員選舉,第一次賸餘,1090531,當選後與其公務有關之費用支出,林家花苑,66926072,0.00,12500.00,,,,聯誼費用-高架花籃批,金錢,新北市永和區****,2926*****,,,,,,,
119,林德福,109年立法委員選舉,第一次賸餘,1090601,當選後與其公務有關之費用支出,台灣電力股份有限公司,04860092,0.00,1817.00,,,,水電瓦斯費用-電費,金錢,,,,,,,,,
120,林德福,109年立法委員選舉,第一次賸餘,1090601,當選後與其公務有關之費用支出,完美比例國際股份有限公司,76922194,0.00,10000.00,,,,餐飲支出,金錢,臺北市中山區****,,,,,,,,
121,林德福,109年立法委員選舉,第一次賸餘,1090602,當選後與其公務有關之費用支出,阿亮海產店,37610341,0.00,9900.00,,,,餐飲支出,金錢,臺東縣成功鎮****,0898*****,,,,,,,
122,林德福,109年立法委員選舉,第一次賸餘,1090603,當選後與其公務有關之費用支出,中華郵政股份有限公司,03716979,0.00,44.00,,,,郵寄競選物品或宣傳廣告支出,金錢,,,,,,,,,
123,林德福,109年立法委員選舉,第一次賸餘,1090604,當選後與其公務有關之費用支出,佳泓汽球花藝設計坊,15777520,0.00,11000.00,,,,聯誼費用-花籃批,金錢,新北市永和區****,8923*****,,,,,,,
124,林德福,109年立法委員選舉,第一次賸餘,1090605,當選後與其公務有關之費用支出,雙月生物科技股份有限公司,82876922,0.00,590.00,,,,餐飲支出,金錢,,,,,,,,,
125,林德福,109年立法委員選舉,第一次賸餘,1090606,當選後與其公務有關之費用支出,剛剛股份有限公司,52506917,0.00,462.00,,,,餐飲支出,金錢,,,,,,,,,
126,林德福,109年立法委員選舉,第一次賸餘,1090607,當選後與其公務有關之費用支出,台灣高速鐵路股份有限公司,28078540,0.00,1445.00,,,,搭乘交通工具費用,金錢,臺北市南港區****,,,,,,,,
127,林德福,109年立法委員選舉,第一次賸餘,1090608,當選後與其公務有關之費用支出,阿亮海產店,37610341,0.00,9900.00,,,,餐飲支出,金錢,臺東縣成功鎮****,089-*****,,,,,,,
128,林德福,109年立法委員選舉,第一次賸餘,1090609,當選後與其公務有關之費用支出,無限發展有限公司,42859270,0.00,880.00,,,,餐飲支出,金錢,,,,,,,,,
129,林德福,109年立法委員選舉,第一次賸餘,1090609,當選後與其公務有關之費用支出,串參餐飲事業股份有限公司,54673502,0.00,1001.00,,,,餐飲支出,金錢,,,,,,,,,
130,林德福,109年立法委員選舉,第一次賸餘,1090609,當選後與其公務有關之費用支出,串參餐飲事業股份有限公司,54673502,0.00,3960.00,,,,餐飲支出,金錢,,,,,,,,,
131,林德福,109年立法委員選舉,第一次賸餘,1090610,當選後與其公務有關之費用支出,中華郵政股份有限公司,03716979,0.00,84.00,,,,郵寄競選物品或宣傳廣告支出,金錢,,,,,,,,,
132,林德福,109年立法委員選舉,第一次賸餘,1090610,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,1131.00,,,,電信費用-中華電信費,金錢,新北市永和區****,,,,,,,,
133,林德福,109年立法委員選舉,第一次賸餘,1090611,當選後與其公務有關之費用支出,中華郵政股份有限公司,03716979,0.00,28.00,,,,郵寄競選物品或宣傳廣告支出,金錢,,,,,,,,,
134,林德福,109年立法委員選舉,第一次賸餘,1090611,當選後與其公務有關之費用支出,大昌裱畫材料有限公司,34475758,0.00,800.00,,,,木框,金錢,,,,,,,,,
135,林德福,109年立法委員選舉,第一次賸餘,1090613,當選後與其公務有關之費用支出,微風場站開發股份有限公司,28441577,0.00,560.00,,,,餐飲支出,金錢,,,,,,,,,
136,林德福,109年立法委員選舉,第一次賸餘,1090613,當選後與其公務有關之費用支出,阿亮海產店,37610341,0.00,9900.00,,,,餐飲支出,金錢,臺東縣成功鎮****,089-*****,,,,,,,
137,林德福,109年立法委員選舉,第一次賸餘,1090615,當選後與其公務有關之費用支出,中華郵政股份有限公司,03716979,0.00,28.00,,,,郵寄競選物品或宣傳廣告支出,金錢,,,,,,,,,
138,林德福,109年立法委員選舉,第一次賸餘,1090615,當選後與其公務有關之費用支出,阿亮海產店,37610341,0.00,9900.00,,,,餐飲支出,金錢,臺東縣成功鎮****,089-*****,,,,,,,
139,林德福,109年立法委員選舉,第一次賸餘,1090616,當選後與其公務有關之費用支出,王記餐飲有限公司,42699886,0.00,189.00,,,,餐飲支出,金錢,,,,,,,,,
140,林德福,109年立法委員選舉,第一次賸餘,1090619,當選後與其公務有關之費用支出,台灣中油股份有限公司,01490119,0.00,110.00,,,,油資,金錢,,,,,,,,,
141,林德福,109年立法委員選舉,第一次賸餘,1090619,當選後與其公務有關之費用支出,儀美科技有限公司,27845657,0.00,4830.00,,,,製作宣傳廣告支出-影印費,金錢,,,,,,,,,
