序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
25,吳世正,107年直轄市議員選舉,第一次賸餘,1080119,當選後與其公務有關之費用支出,中華郵政,04137838,0.00,127997.00,郵寄競選物品或宣傳廣告支出,金錢,臺北市中正區****,,
26,吳世正,107年直轄市議員選舉,第一次賸餘,1080119,當選後與其公務有關之費用支出,宜舍企業公司,42398973,0.00,60.00,停車費,金錢,,,
27,吳世正,107年直轄市議員選舉,第一次賸餘,1080120,當選後與其公務有關之費用支出,六丁目拉麵店,38468477,0.00,1000.00,餐飲費用,金錢,,,
28,吳世正,107年直轄市議員選舉,第一次賸餘,1080121,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,1213.00,油資,金錢,,,
29,吳世正,107年直轄市議員選舉,第一次賸餘,1080123,當選後與其公務有關之費用支出,鑫玉堂文具,42463158,0.00,62.00,文具用品費用,金錢,,,
30,吳世正,107年直轄市議員選舉,第一次賸餘,1080124,當選後與其公務有關之費用支出,華香有限公司,26290665,0.00,584.00,餐飲費用,金錢,,,
31,吳世正,107年直轄市議員選舉,第一次賸餘,1080124,當選後與其公務有關之費用支出,麗陽股份,28357634,0.00,15.00,停車費,金錢,,,
32,吳世正,107年直轄市議員選舉,第一次賸餘,1080126,當選後與其公務有關之費用支出,樂生活商行,26355060,0.00,112.00,文具用品費用,金錢,,,
33,吳世正,107年直轄市議員選舉,第一次賸餘,1080126,當選後與其公務有關之費用支出,雙月食品社,72992346,0.00,1205.00,餐飲費用,金錢,,,
34,吳世正,107年直轄市議員選舉,第一次賸餘,1080127,當選後與其公務有關之費用支出,三灃企業,28443054,0.00,1274.00,餐飲費用,金錢,,,
35,吳世正,107年直轄市議員選舉,第一次賸餘,1080129,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1459.00,油資,金錢,,,
36,吳世正,107年直轄市議員選舉,第一次賸餘,1080129,當選後與其公務有關之費用支出,家福(股)公司,27257881,0.00,30.00,停車費,金錢,,,
37,吳世正,107年直轄市議員選舉,第一次賸餘,1080129,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,522.00,油資,金錢,,,
38,吳世正,107年直轄市議員選舉,第一次賸餘,1080130,當選後與其公務有關之費用支出,MISO串燒屋,31887714,0.00,1780.00,餐飲費用,金錢,,,
39,吳世正,107年直轄市議員選舉,第一次賸餘,1080131,當選後與其公務有關之費用支出,北市停管處,,0.00,435.00,停車費,金錢,臺北市信義區****,,
40,吳世正,107年直轄市議員選舉,第一次賸餘,1080201,當選後與其公務有關之費用支出,磚窯古早料理,99354200,0.00,2100.00,聯誼交際費用,金錢,,,
41,吳世正,107年直轄市議員選舉,第一次賸餘,1080203,當選後與其公務有關之費用支出,台灣中油,08590444,0.00,500.00,油資,金錢,,,
42,吳世正,107年直轄市議員選舉,第一次賸餘,1080203,當選後與其公務有關之費用支出,惠康百貨,70761755,0.00,1110.00,聯誼交際費用,金錢,,,
43,吳世正,107年直轄市議員選舉,第一次賸餘,1080204,當選後與其公務有關之費用支出,叭叭房停車,42307501,0.00,100.00,停車費,金錢,,,
44,吳世正,107年直轄市議員選舉,第一次賸餘,1080205,當選後與其公務有關之費用支出,誠品生活,27258328,0.00,330.00,書報雜誌費用,金錢,,,
45,吳世正,107年直轄市議員選舉,第一次賸餘,1080208,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,951.00,油資,金錢,,,
46,吳世正,107年直轄市議員選舉,第一次賸餘,1080208,當選後與其公務有關之費用支出,和民餐飲,28215431,0.00,1711.00,餐飲費用,金錢,,,
47,吳世正,107年直轄市議員選舉,第一次賸餘,1080208,當選後與其公務有關之費用支出,台灣聯通,31902686,0.00,60.00,停車費,金錢,,,
48,吳世正,107年直轄市議員選舉,第一次賸餘,1080209,當選後與其公務有關之費用支出,岳陽三總停車場,42331517,0.00,120.00,停車費,金錢,,,
49,吳世正,107年直轄市議員選舉,第一次賸餘,1080210,當選後與其公務有關之費用支出,潤泰旭展,28449085,0.00,1947.00,餐飲費用,金錢,,,
50,吳世正,107年直轄市議員選舉,第一次賸餘,1080211,當選後與其公務有關之費用支出,上品餐飲,24335765,0.00,2394.00,聯誼交際費用,金錢,,,
51,吳世正,107年直轄市議員選舉,第一次賸餘,1080212,當選後與其公務有關之費用支出,奧瑞岡有限公司,28207729,0.00,2662.00,聯誼交際費用,金錢,,,
52,吳世正,107年直轄市議員選舉,第一次賸餘,1080212,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,393.00,油資,金錢,,,
53,吳世正,107年直轄市議員選舉,第一次賸餘,1080213,當選後與其公務有關之費用支出,家福(股)公司,27257881,0.00,4054.00,文康活動費用,金錢,,,
54,吳世正,107年直轄市議員選舉,第一次賸餘,1080215,當選後與其公務有關之費用支出,好吃客(股),53087309,0.00,415.00,餐飲費用,金錢,,,
55,吳世正,107年直轄市議員選舉,第一次賸餘,1080216,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,669.00,油資,金錢,,,
56,吳世正,107年直轄市議員選舉,第一次賸餘,1080217,當選後與其公務有關之費用支出,楨德圖書事業,86735620,0.00,1401.00,書報雜誌費用,金錢,,,
57,吳世正,107年直轄市議員選舉,第一次賸餘,1080217,當選後與其公務有關之費用支出,大塊文化,97290390,0.00,987.00,書報雜誌費用,金錢,,,
58,吳世正,107年直轄市議員選舉,第一次賸餘,1080218,當選後與其公務有關之費用支出,聯成加油站,23919827,0.00,300.00,油資,金錢,,,
59,吳世正,107年直轄市議員選舉,第一次賸餘,1080219,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1388.00,油資,金錢,,,
60,吳世正,107年直轄市議員選舉,第一次賸餘,1080219,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,727.00,油資,金錢,,,
61,吳世正,107年直轄市議員選舉,第一次賸餘,1080219,當選後與其公務有關之費用支出,富蘭克林餐飲,43364917,0.00,570.00,餐飲費用,金錢,,,
62,吳世正,107年直轄市議員選舉,第一次賸餘,1080220,當選後與其公務有關之費用支出,計程車,,0.00,130.00,搭乘交通工具支出,金錢,,0227*****,
63,吳世正,107年直轄市議員選舉,第一次賸餘,1080221,當選後與其公務有關之費用支出,薩爾溫餐飲,53088095,0.00,650.00,餐飲費用,金錢,,,
64,吳世正,107年直轄市議員選舉,第一次賸餘,1080225,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,288.00,油資,金錢,,,
65,吳世正,107年直轄市議員選舉,第一次賸餘,1080226,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1259.00,油資,金錢,,,
66,吳世正,107年直轄市議員選舉,第一次賸餘,1080226,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,650.00,油資,金錢,,,
67,吳世正,107年直轄市議員選舉,第一次賸餘,1080227,當選後與其公務有關之費用支出,家福(股)公司,27257881,0.00,1832.00,文康活動費用,金錢,,,
68,吳世正,107年直轄市議員選舉,第一次賸餘,1080227,當選後與其公務有關之費用支出,日月亭(股),42522298,0.00,75.00,停車費,金錢,,,
69,吳世正,107年直轄市議員選舉,第一次賸餘,1080227,當選後與其公務有關之費用支出,台灣黃帽汽車,80335909,0.00,390.00,雜項購置或修繕費用,金錢,,,
70,吳世正,107年直轄市議員選舉,第一次賸餘,1080228,當選後與其公務有關之費用支出,計程車,,0.00,180.00,搭乘交通工具支出,金錢,,0227*****,
71,吳世正,107年直轄市議員選舉,第一次賸餘,1080228,當選後與其公務有關之費用支出,光南大批發,25193068,0.00,149.00,雜項購置或修繕費用,金錢,,,
72,吳世正,107年直轄市議員選舉,第一次賸餘,1080228,當選後與其公務有關之費用支出,哈拉生活有限,70386371,0.00,20.00,停車費,金錢,,,
73,吳世正,107年直轄市議員選舉,第一次賸餘,1080301,當選後與其公務有關之費用支出,樂生活商行,26355060,0.00,269.00,文具用品費用,金錢,,,
74,吳世正,107年直轄市議員選舉,第一次賸餘,1080301,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,1198.00,電信費用,金錢,,,
75,吳世正,107年直轄市議員選舉,第一次賸餘,1080302,當選後與其公務有關之費用支出,玉星企業,24261102,0.00,2781.00,聯誼交際費用,金錢,,,
76,吳世正,107年直轄市議員選舉,第一次賸餘,1080303,當選後與其公務有關之費用支出,微風台北車站,28441577,0.00,130.00,停車費,金錢,,,
77,吳世正,107年直轄市議員選舉,第一次賸餘,1080304,當選後與其公務有關之費用支出,中華郵政,,0.00,105.00,電信費用,金錢,,2729*****,
78,吳世正,107年直轄市議員選舉,第一次賸餘,1080304,當選後與其公務有關之費用支出,普客二四停車場,74713355,0.00,90.00,停車費,金錢,,,
79,吳世正,107年直轄市議員選舉,第一次賸餘,1080305,當選後與其公務有關之費用支出,計程車,,0.00,145.00,搭乘交通工具支出,金錢,,2759*****,
80,吳世正,107年直轄市議員選舉,第一次賸餘,1080305,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1393.00,油資,金錢,,,
81,吳世正,107年直轄市議員選舉,第一次賸餘,1080308,當選後與其公務有關之費用支出,台北自來水事業處,03774909,0.00,384.00,水電瓦斯費用,金錢,,,
82,吳世正,107年直轄市議員選舉,第一次賸餘,1080308,當選後與其公務有關之費用支出,樂生活商行,26355060,0.00,150.00,文具用品費用,金錢,,,
83,吳世正,107年直轄市議員選舉,第一次賸餘,1080309,當選後與其公務有關之費用支出,計程車,,0.00,200.00,搭乘交通工具支出,金錢,,2759*****,
84,吳世正,107年直轄市議員選舉,第一次賸餘,1080309,當選後與其公務有關之費用支出,小川拉麵,47042282,0.00,1000.00,餐飲費用,金錢,,,
85,吳世正,107年直轄市議員選舉,第一次賸餘,1080309,當選後與其公務有關之費用支出,中華電信(股),81691784,0.00,314.00,電信費用,金錢,,,
86,吳世正,107年直轄市議員選舉,第一次賸餘,1080310,當選後與其公務有關之費用支出,樂子南港,24557695,0.00,2531.00,聯誼交際費用,金錢,,,
87,吳世正,107年直轄市議員選舉,第一次賸餘,1080311,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,300.00,油資,金錢,,,
88,吳世正,107年直轄市議員選舉,第一次賸餘,1080312,當選後與其公務有關之費用支出,北市停管處,,0.00,265.00,停車費,金錢,臺北市信義區****,,
89,吳世正,107年直轄市議員選舉,第一次賸餘,1080312,當選後與其公務有關之費用支出,青山儀器,04477370,0.00,196.00,雜項購置或修繕費用,金錢,,,
90,吳世正,107年直轄市議員選舉,第一次賸餘,1080312,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1483.00,油資,金錢,,,
91,吳世正,107年直轄市議員選舉,第一次賸餘,1080312,當選後與其公務有關之費用支出,大日開發,42302718,0.00,60.00,停車費,金錢,,,
92,吳世正,107年直轄市議員選舉,第一次賸餘,1080312,當選後與其公務有關之費用支出,家福(股)公司,51462601,0.00,178.00,雜項購置或修繕費用,金錢,,,
93,吳世正,107年直轄市議員選舉,第一次賸餘,1080312,當選後與其公務有關之費用支出,添好運餐飲,70824891,0.00,1230.00,餐飲費用,金錢,,,
94,吳世正,107年直轄市議員選舉,第一次賸餘,1080312,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,915.00,油資,金錢,,,
95,吳世正,107年直轄市議員選舉,第一次賸餘,1080313,當選後與其公務有關之費用支出,計程車,,0.00,355.00,搭乘交通工具支出,金錢,,2976*****,
96,吳世正,107年直轄市議員選舉,第一次賸餘,1080314,當選後與其公務有關之費用支出,計程車,,0.00,490.00,搭乘交通工具支出,金錢,,2759*****,
97,吳世正,107年直轄市議員選舉,第一次賸餘,1080317,當選後與其公務有關之費用支出,寶盛國際,74434109,0.00,70.00,停車費,金錢,,,
98,吳世正,107年直轄市議員選舉,第一次賸餘,1080319,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1389.00,油資,金錢,,,
99,吳世正,107年直轄市議員選舉,第一次賸餘,1080319,當選後與其公務有關之費用支出,溢香園,27553412,0.00,1122.00,餐飲費用,金錢,,,
100,吳世正,107年直轄市議員選舉,第一次賸餘,1080319,當選後與其公務有關之費用支出,國益餐飲,28854963,0.00,1845.00,餐飲費用,金錢,,,
101,吳世正,107年直轄市議員選舉,第一次賸餘,1080319,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,741.00,油資,金錢,,,
102,吳世正,107年直轄市議員選舉,第一次賸餘,1080319,當選後與其公務有關之費用支出,中華電信(股),81691784,0.00,270.00,電信費用,金錢,,,
103,吳世正,107年直轄市議員選舉,第一次賸餘,1080322,當選後與其公務有關之費用支出,富邦產險,70826461,0.00,1193.00,雜項購置或修繕費用,金錢,,,
104,吳世正,107年直轄市議員選舉,第一次賸餘,1080324,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,1473.00,電信費用,金錢,,,
105,吳世正,107年直轄市議員選舉,第一次賸餘,1080325,當選後與其公務有關之費用支出,昌達科技,22609161,0.00,500.00,雜項購置或修繕費用,金錢,,,
106,吳世正,107年直轄市議員選舉,第一次賸餘,1080326,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,593.00,油資,金錢,,,
107,吳世正,107年直轄市議員選舉,第一次賸餘,1080329,當選後與其公務有關之費用支出,計程車,,0.00,135.00,搭乘交通工具支出,金錢,,8965*****,
108,吳世正,107年直轄市議員選舉,第一次賸餘,1080329,當選後與其公務有關之費用支出,北市監理所,,0.00,450.00,雜項購置或修繕費用,金錢,,2763*****,
109,吳世正,107年直轄市議員選舉,第一次賸餘,1080330,當選後與其公務有關之費用支出,西湖加油站,08590465,0.00,539.00,油資,金錢,,,
110,吳世正,107年直轄市議員選舉,第一次賸餘,1080330,當選後與其公務有關之費用支出,馬辣火鍋,48701868,0.00,1398.00,餐飲費用,金錢,,,
111,吳世正,107年直轄市議員選舉,第一次賸餘,1080330,當選後與其公務有關之費用支出,普客二四停車場,74713355,0.00,80.00,停車費,金錢,,,
112,吳世正,107年直轄市議員選舉,第一次賸餘,1080331,當選後與其公務有關之費用支出,海底撈火鍋,24944747,0.00,2826.00,聯誼交際費用,金錢,,,
113,吳世正,107年直轄市議員選舉,第一次賸餘,1080401,當選後與其公務有關之費用支出,塔吉特蛋糕,25691500,0.00,735.00,聯誼交際費用,金錢,,,
114,吳世正,107年直轄市議員選舉,第一次賸餘,1080401,當選後與其公務有關之費用支出,台灣中油,78334051,0.00,395.00,油資,金錢,,,
115,吳世正,107年直轄市議員選舉,第一次賸餘,1080402,當選後與其公務有關之費用支出,聯成加油站,23919827,0.00,300.00,油資,金錢,,,
116,吳世正,107年直轄市議員選舉,第一次賸餘,1080402,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,2252.00,油資,金錢,,,
117,吳世正,107年直轄市議員選舉,第一次賸餘,1080403,當選後與其公務有關之費用支出,台灣中油,08590459,0.00,77.00,油資,金錢,,,
118,吳世正,107年直轄市議員選舉,第一次賸餘,1080403,當選後與其公務有關之費用支出,三灃企業,28443054,0.00,1911.00,餐飲費用,金錢,,,
119,吳世正,107年直轄市議員選舉,第一次賸餘,1080403,當選後與其公務有關之費用支出,城市車旅,72960689,0.00,180.00,停車費,金錢,,,
120,吳世正,107年直轄市議員選舉,第一次賸餘,1080404,當選後與其公務有關之費用支出,黑殿飯店,30308717,0.00,595.00,餐飲費用,金錢,,,
121,吳世正,107年直轄市議員選舉,第一次賸餘,1080405,當選後與其公務有關之費用支出,薺元食品,28203147,0.00,3377.00,聯誼交際費用,金錢,,,
122,吳世正,107年直轄市議員選舉,第一次賸餘,1080405,當選後與其公務有關之費用支出,普客二四停車場,28858068,0.00,80.00,停車費,金錢,,,
123,吳世正,107年直轄市議員選舉,第一次賸餘,1080405,當選後與其公務有關之費用支出,南京巨蛋停車場,74720659,0.00,100.00,停車費,金錢,,,
124,吳世正,107年直轄市議員選舉,第一次賸餘,1080405,當選後與其公務有關之費用支出,達美樂披薩,89282066,0.00,1055.00,聯誼交際費用,金錢,,,
125,吳世正,107年直轄市議員選舉,第一次賸餘,1080407,當選後與其公務有關之費用支出,力勝開發,72948383,0.00,748.00,餐飲費用,金錢,,,
126,吳世正,107年直轄市議員選舉,第一次賸餘,1080407,當選後與其公務有關之費用支出,普客二四停車場,74713355,0.00,60.00,停車費,金錢,,,
127,吳世正,107年直轄市議員選舉,第一次賸餘,1080408,當選後與其公務有關之費用支出,計程車,,0.00,120.00,搭乘交通工具支出,金錢,,2759*****,
128,吳世正,107年直轄市議員選舉,第一次賸餘,1080409,當選後與其公務有關之費用支出,新家緣小館,42290924,0.00,4245.00,聯誼交際費用,金錢,,,
129,吳世正,107年直轄市議員選舉,第一次賸餘,1080409,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,411.00,油資,金錢,,,
130,吳世正,107年直轄市議員選舉,第一次賸餘,1080410,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1542.00,油資,金錢,,,
131,吳世正,107年直轄市議員選舉,第一次賸餘,1080410,當選後與其公務有關之費用支出,光南大批發,25193068,0.00,480.00,雜項購置或修繕費用,金錢,,,
132,吳世正,107年直轄市議員選舉,第一次賸餘,1080411,當選後與其公務有關之費用支出,特力屋,70762797,0.00,777.00,雜項購置或修繕費用,金錢,,,
133,吳世正,107年直轄市議員選舉,第一次賸餘,1080411,當選後與其公務有關之費用支出,燦坤實業(股)公司,80358521,0.00,680.00,雜項購置或修繕費用,金錢,,,
134,吳世正,107年直轄市議員選舉,第一次賸餘,1080412,當選後與其公務有關之費用支出,中興電料行,04821562,0.00,380.00,雜項購置或修繕費用,金錢,,,
135,吳世正,107年直轄市議員選舉,第一次賸餘,1080412,當選後與其公務有關之費用支出,北市停管處,27590666,0.00,135.00,停車費,金錢,,,
136,吳世正,107年直轄市議員選舉,第一次賸餘,1080413,當選後與其公務有關之費用支出,計程車,,0.00,395.00,搭乘交通工具支出,金錢,,0933*****,
137,吳世正,107年直轄市議員選舉,第一次賸餘,1080414,當選後與其公務有關之費用支出,名創優品,72975727,0.00,299.00,雜項購置或修繕費用,金錢,,,
138,吳世正,107年直轄市議員選舉,第一次賸餘,1080416,當選後與其公務有關之費用支出,朱江圖書,16589032,0.00,1288.00,書報雜誌費用,金錢,,,
139,吳世正,107年直轄市議員選舉,第一次賸餘,1080416,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,964.00,油資,金錢,,,
140,吳世正,107年直轄市議員選舉,第一次賸餘,1080417,當選後與其公務有關之費用支出,榮帝八德所,42454539,0.00,125.00,停車費,金錢,,,
141,吳世正,107年直轄市議員選舉,第一次賸餘,1080417,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,1411.00,油資,金錢,,,
142,吳世正,107年直轄市議員選舉,第一次賸餘,1080421,當選後與其公務有關之費用支出,老字號小吃,48976660,0.00,785.00,餐飲費用,金錢,,,
143,吳世正,107年直轄市議員選舉,第一次賸餘,1080423,當選後與其公務有關之費用支出,助安企業,38495122,0.00,195.00,停車費,金錢,,,
144,吳世正,107年直轄市議員選舉,第一次賸餘,1080423,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,423.00,油資,金錢,,,
145,吳世正,107年直轄市議員選舉,第一次賸餘,1080424,當選後與其公務有關之費用支出,計程車,,0.00,295.00,搭乘交通工具支出,金錢,,8787*****,
146,吳世正,107年直轄市議員選舉,第一次賸餘,1080425,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,70.00,油資,金錢,,,
147,吳世正,107年直轄市議員選舉,第一次賸餘,1080425,當選後與其公務有關之費用支出,埔里龍山泉實業(股)公司,86760042,0.00,31752.00,文康活動費用,金錢,南投縣埔里鎮****,,
148,吳世正,107年直轄市議員選舉,第一次賸餘,1080426,當選後與其公務有關之費用支出,計程車,,0.00,385.00,搭乘交通工具支出,金錢,,8965*****,
149,吳世正,107年直轄市議員選舉,第一次賸餘,1080427,當選後與其公務有關之費用支出,計程車,,0.00,200.00,搭乘交通工具支出,金錢,,2759*****,
150,吳世正,107年直轄市議員選舉,第一次賸餘,1080428,當選後與其公務有關之費用支出,全國加油站,17766268,0.00,746.00,油資,金錢,,,
151,吳世正,107年直轄市議員選舉,第一次賸餘,1080429,當選後與其公務有關之費用支出,車亭停車事業,38585616,0.00,15.00,停車費,金錢,,,
152,吳世正,107年直轄市議員選舉,第一次賸餘,1080430,當選後與其公務有關之費用支出,計程車,,0.00,190.00,搭乘交通工具支出,金錢,,8965*****,
153,吳世正,107年直轄市議員選舉,第一次賸餘,1080430,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,792.00,油資,金錢,,,
154,吳世正,107年直轄市議員選舉,第一次賸餘,1080501,當選後與其公務有關之費用支出,台灣中油,01113283,0.00,500.00,油資,金錢,,,
155,吳世正,107年直轄市議員選舉,第一次賸餘,1080502,當選後與其公務有關之費用支出,郵局,,0.00,280.00,電信費用,金錢,,0800*****,
156,吳世正,107年直轄市議員選舉,第一次賸餘,1080502,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,1812.00,油資,金錢,,,
157,吳世正,107年直轄市議員選舉,第一次賸餘,1080502,當選後與其公務有關之費用支出,長欣汽車保養所,13473092,0.00,1350.00,維修宣傳車輛支出,金錢,,,
158,吳世正,107年直轄市議員選舉,第一次賸餘,1080502,當選後與其公務有關之費用支出,吸引力生活事業,51896000,0.00,722.00,餐飲費用,金錢,,,
159,吳世正,107年直轄市議員選舉,第一次賸餘,1080503,當選後與其公務有關之費用支出,全國加油站,09734449,0.00,953.00,油資,金錢,,,
160,吳世正,107年直轄市議員選舉,第一次賸餘,1080503,當選後與其公務有關之費用支出,家福(股)公司,23928558,0.00,2320.00,文康活動費用,金錢,,,
161,吳世正,107年直轄市議員選舉,第一次賸餘,1080503,當選後與其公務有關之費用支出,百富國際,24742307,0.00,924.00,餐飲費用,金錢,,,
162,吳世正,107年直轄市議員選舉,第一次賸餘,1080504,當選後與其公務有關之費用支出,薩爾溫餐飲,53088095,0.00,1480.00,餐飲費用,金錢,,,
163,吳世正,107年直轄市議員選舉,第一次賸餘,1080504,當選後與其公務有關之費用支出,遠傳電信,97179430,0.00,1962.00,電信費用,金錢,,,
164,吳世正,107年直轄市議員選舉,第一次賸餘,1080505,當選後與其公務有關之費用支出,哈拉生活有限,70386371,0.00,60.00,停車費,金錢,,,
165,吳世正,107年直轄市議員選舉,第一次賸餘,1080506,當選後與其公務有關之費用支出,北市停管處,,0.00,140.00,停車費,金錢,,2726*****,
166,吳世正,107年直轄市議員選舉,第一次賸餘,1080506,當選後與其公務有關之費用支出,台灣電力公司,31096199,0.00,350.00,水電瓦斯費用,金錢,,,
167,吳世正,107年直轄市議員選舉,第一次賸餘,1080506,當選後與其公務有關之費用支出,肉多多事業,55268810,0.00,1483.00,餐飲費用,金錢,,,
168,吳世正,107年直轄市議員選舉,第一次賸餘,1080506,當選後與其公務有關之費用支出,中華電信(股),81691784,0.00,304.00,電信費用,金錢,,,
169,吳世正,107年直轄市議員選舉,第一次賸餘,1080507,當選後與其公務有關之費用支出,陽光加油站,31815058,0.00,500.00,油資,金錢,,,
170,吳世正,107年直轄市議員選舉,第一次賸餘,1080507,當選後與其公務有關之費用支出,全國加油站,80981785,0.00,1831.00,油資,金錢,,,
171,吳世正,107年直轄市議員選舉,第一次賸餘,1080508,當選後與其公務有關之費用支出,台北市自來水處,03774909,0.00,390.00,水電瓦斯費用,金錢,,,
172,吳世正,107年直轄市議員選舉,第一次賸餘,1080508,當選後與其公務有關之費用支出,日月亭(股),42305790,0.00,90.00,停車費,金錢,,,
173,吳世正,107年直轄市議員選舉,第一次賸餘,1080508,當選後與其公務有關之費用支出,中華電信(股),81691784,0.00,346.00,電信費用,金錢,,,
174,吳世正,107年直轄市議員選舉,第一次賸餘,1080509,當選後與其公務有關之費用支出,里拉小館,38562304,0.00,1119.00,餐飲費用,金錢,,,
