序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
32,彭俊豪,109年立法委員選舉,第一次賸餘,1090620,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,458.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
33,彭俊豪,109年立法委員選舉,第一次賸餘,1090620,當選後與其公務有關之費用支出,富元加油站有限公司,23175136,0.00,1420.00,,,,油資,金錢,桃園市新屋區****,,,,,,,,
34,彭俊豪,109年立法委員選舉,第一次賸餘,1090621,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,865.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
35,彭俊豪,109年立法委員選舉,第一次賸餘,1090624,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,884.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
36,彭俊豪,109年立法委員選舉,第一次賸餘,1090624,當選後與其公務有關之費用支出,禾菘企業社,30174148,0.00,289.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
37,彭俊豪,109年立法委員選舉,第一次賸餘,1090625,當選後與其公務有關之費用支出,禾菘企業社,30174148,0.00,522.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
38,彭俊豪,109年立法委員選舉,第一次賸餘,1090628,當選後與其公務有關之費用支出,極匠美食館,42269020,0.00,470.00,,,,餐飲支出,金錢,臺北市中正區****,,,,,,,,
39,彭俊豪,109年立法委員選舉,第一次賸餘,1090628,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢工業區,44953265,0.00,317.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
40,彭俊豪,109年立法委員選舉,第一次賸餘,1090702,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,470.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
41,彭俊豪,109年立法委員選舉,第一次賸餘,1090702,當選後與其公務有關之費用支出,禾菘企業社,30174148,0.00,285.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
42,彭俊豪,109年立法委員選舉,第一次賸餘,1090705,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢工業區,44953265,0.00,500.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
43,彭俊豪,109年立法委員選舉,第一次賸餘,1090710,當選後與其公務有關之費用支出,祥益加油站企業有限公司,97022938,0.00,1408.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
44,彭俊豪,109年立法委員選舉,第一次賸餘,1090712,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢工業區,44953265,0.00,750.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
45,彭俊豪,109年立法委員選舉,第一次賸餘,1090713,當選後與其公務有關之費用支出,禾菘企業社,30174148,0.00,479.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
46,彭俊豪,109年立法委員選舉,第一次賸餘,1090715,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢加油站,44533807,0.00,687.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
47,彭俊豪,109年立法委員選舉,第一次賸餘,1090719,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢工業區,44953265,0.00,980.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
48,彭俊豪,109年立法委員選舉,第一次賸餘,1090720,當選後與其公務有關之費用支出,阿潭蔬果行,49677922,0.00,237.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
49,彭俊豪,109年立法委員選舉,第一次賸餘,1090721,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢工業區,44953265,0.00,610.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
50,彭俊豪,109年立法委員選舉,第一次賸餘,1090724,當選後與其公務有關之費用支出,京樂蛋糕食品有限公司,24445566,0.00,620.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
51,彭俊豪,109年立法委員選舉,第一次賸餘,1090724,當選後與其公務有關之費用支出,禾菘企業社,30174148,0.00,282.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
52,彭俊豪,109年立法委員選舉,第一次賸餘,1090724,當選後與其公務有關之費用支出,建隆煤氣行,99459865,0.00,600.00,,,,水電瓦斯費用,金錢,桃園市中壢區****,,,,,,,,
53,彭俊豪,109年立法委員選舉,第一次賸餘,1090725,當選後與其公務有關之費用支出,大潤發流通事業股份有限公司中壢分公司,80030744,0.00,11200.00,,,,雜項購置或修繕費用,金錢,桃園市中壢區****,,,,,,,,
54,彭俊豪,109年立法委員選舉,第一次賸餘,1090727,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,792.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
55,彭俊豪,109年立法委員選舉,第一次賸餘,1090728,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,1049.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
56,彭俊豪,109年立法委員選舉,第一次賸餘,1090802,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,569.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
57,彭俊豪,109年立法委員選舉,第一次賸餘,1090806,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,539.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
58,彭俊豪,109年立法委員選舉,第一次賸餘,1090807,當選後與其公務有關之費用支出,桃園市高中小學家長會長協會,26680798,0.00,3000.00,,,,聯誼交際費用,金錢,,,,,,,,,
59,彭俊豪,109年立法委員選舉,第一次賸餘,1090808,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,478.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
60,彭俊豪,109年立法委員選舉,第一次賸餘,1090808,當選後與其公務有關之費用支出,禾菘企業社,30174148,0.00,481.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
61,彭俊豪,109年立法委員選舉,第一次賸餘,1090808,當選後與其公務有關之費用支出,鉦曜五金商行,85249093,0.00,789.00,,,,雜項購置或修繕費用,金錢,桃園市新屋區****,,,,,,,,
62,彭俊豪,109年立法委員選舉,第一次賸餘,1090809,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢工業區,44953265,0.00,847.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
63,彭俊豪,109年立法委員選舉,第一次賸餘,1090812,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢加油站,44533807,0.00,478.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
64,彭俊豪,109年立法委員選舉,第一次賸餘,1090813,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢工業區,44953265,0.00,478.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
65,彭俊豪,109年立法委員選舉,第一次賸餘,1090814,當選後與其公務有關之費用支出,鴻德生活館有限公司,28310907,0.00,3440.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
66,彭俊豪,109年立法委員選舉,第一次賸餘,1090818,當選後與其公務有關之費用支出,阿潭蔬果行,49677922,0.00,378.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
67,彭俊豪,109年立法委員選舉,第一次賸餘,1090820,當選後與其公務有關之費用支出,滿堂紅餐飲開發股份有限公司桃園分公司,83682966,0.00,2664.00,,,,餐飲支出,金錢,桃園市桃園區****,,,,,,,,
68,彭俊豪,109年立法委員選舉,第一次賸餘,1090820,當選後與其公務有關之費用支出,煒太股份有限公司,84148983,0.00,2550.00,,,,雜項購置或修繕費用,金錢,臺北市內湖區****,,,,,,,,
69,彭俊豪,109年立法委員選舉,第一次賸餘,1090823,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,982.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
70,彭俊豪,109年立法委員選舉,第一次賸餘,1090823,當選後與其公務有關之費用支出,阿潭蔬果行,49677922,0.00,511.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
71,彭俊豪,109年立法委員選舉,第一次賸餘,1090828,當選後與其公務有關之費用支出,建隆煤氣行,99459865,0.00,600.00,,,,水電瓦斯費用,金錢,桃園市中壢區****,,,,,,,,
72,彭俊豪,109年立法委員選舉,第一次賸餘,1090829,當選後與其公務有關之費用支出,新屋區農會購物中心,29262657,0.00,643.00,,,,餐飲支出,金錢,桃園市新屋區****,,,,,,,,
73,彭俊豪,109年立法委員選舉,第一次賸餘,1090829,當選後與其公務有關之費用支出,桃園市定德福德發展協會,82174437,0.00,2000.00,,,,聯誼交際費用,金錢,桃園市中壢區****,,,,,,,,
74,彭俊豪,109年立法委員選舉,第一次賸餘,1090829,當選後與其公務有關之費用支出,鉦曜五金商行,85249093,0.00,551.00,,,,雜項購置或修繕費用,金錢,桃園市新屋區****,,,,,,,,
75,彭俊豪,109年立法委員選舉,第一次賸餘,1090830,當選後與其公務有關之費用支出,禾菘企業社,30174148,0.00,352.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
76,彭俊豪,109年立法委員選舉,第一次賸餘,1090901,當選後與其公務有關之費用支出,奕辰木匾行,37795781,0.00,1000.00,,,,雜項購置費用,金錢,桃園市新屋區****,,,,,,,,
77,彭俊豪,109年立法委員選舉,第一次賸餘,1090901,當選後與其公務有關之費用支出,勝成餐飲股份有限公司桃園春日門市部,72644585,0.00,803.00,,,,餐飲支出,金錢,桃園市桃園區****,,,,,,,,
78,彭俊豪,109年立法委員選舉,第一次賸餘,1090904,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢加油站,44533807,0.00,480.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
79,彭俊豪,109年立法委員選舉,第一次賸餘,1090906,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,1069.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
80,彭俊豪,109年立法委員選舉,第一次賸餘,1090906,當選後與其公務有關之費用支出,阿潭蔬果行,49677922,0.00,357.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
81,彭俊豪,109年立法委員選舉,第一次賸餘,1090908,當選後與其公務有關之費用支出,中華民國開南大學校友會,10632899,0.00,20000.00,,,,聯誼交際費用,金錢,桃園市蘆竹區****,,,,,,,,
82,彭俊豪,109年立法委員選舉,第一次賸餘,1090908,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處平鎮加油站,44533314,0.00,480.00,,,,油資,金錢,桃園市平鎮區****,,,,,,,,
83,彭俊豪,109年立法委員選舉,第一次賸餘,1090910,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢工業區,44953265,0.00,480.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
84,彭俊豪,109年立法委員選舉,第一次賸餘,1090911,當選後與其公務有關之費用支出,阿潭蔬果行,49677922,0.00,501.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
85,彭俊豪,109年立法委員選舉,第一次賸餘,1090912,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,480.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
86,彭俊豪,109年立法委員選舉,第一次賸餘,1090912,當選後與其公務有關之費用支出,桃園市中興關懷服務協進會,34920744,0.00,1000.00,,,,聯誼交際費用,金錢,桃園市中壢區****,,,,,,,,
87,彭俊豪,109年立法委員選舉,第一次賸餘,1090912,當選後與其公務有關之費用支出,鉦曜五金商行,85249093,0.00,554.00,,,,雜項購置或修繕費用,金錢,桃園市新屋區****,,,,,,,,
88,彭俊豪,109年立法委員選舉,第一次賸餘,1090916,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,500.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
89,彭俊豪,109年立法委員選舉,第一次賸餘,1090916,當選後與其公務有關之費用支出,阿潭蔬果行,49677922,0.00,295.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
90,彭俊豪,109年立法委員選舉,第一次賸餘,1090920,當選後與其公務有關之費用支出,桃園市仁愛華愛福德緣協進會,39960385,0.00,1000.00,,,,聯誼交際費用,金錢,桃園市中壢區****,,,,,,,,
91,彭俊豪,109年立法委員選舉,第一次賸餘,1090920,當選後與其公務有關之費用支出,阿潭蔬果行,49677922,0.00,403.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
92,彭俊豪,109年立法委員選舉,第一次賸餘,1090920,當選後與其公務有關之費用支出,桃園市平鎮家長會長協會,87323702,0.00,1000.00,,,,聯誼交際費用,金錢,桃園市平鎮區****,,,,,,,,
93,彭俊豪,109年立法委員選舉,第一次賸餘,1090926,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,474.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
94,彭俊豪,109年立法委員選舉,第一次賸餘,1090926,當選後與其公務有關之費用支出,桃園市中壢區新街國小家長會,34876156,0.00,1000.00,,,,聯誼交際費用,金錢,,,,,,,,,
95,彭俊豪,109年立法委員選舉,第一次賸餘,1090926,當選後與其公務有關之費用支出,海口農產企業有限公司,45111847,0.00,870.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
96,彭俊豪,109年立法委員選舉,第一次賸餘,1090926,當選後與其公務有關之費用支出,鉦曜五金商行,85249093,0.00,246.00,,,,雜項購置或修繕費用,金錢,桃園市新屋區****,,,,,,,,
97,彭俊豪,109年立法委員選舉,第一次賸餘,1090926,當選後與其公務有關之費用支出,建隆煤氣行,99459865,0.00,600.00,,,,水電瓦斯費用,金錢,桃園市中壢區****,,,,,,,,
98,彭俊豪,109年立法委員選舉,第一次賸餘,1090927,當選後與其公務有關之費用支出,桃園市中壢區內定社區發展協會,50193586,0.00,2000.00,,,,聯誼交際費用,金錢,,,,,,,,,
99,彭俊豪,109年立法委員選舉,第一次賸餘,1090928,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,1168.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
100,彭俊豪,109年立法委員選舉,第一次賸餘,1090929,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,474.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
101,彭俊豪,109年立法委員選舉,第一次賸餘,1090930,當選後與其公務有關之費用支出,桃園市大新興里林森福德宮促進協會,31530638,0.00,1000.00,,,,聯誼交際費用,金錢,桃園市中壢區****,,,,,,,,
102,彭俊豪,109年立法委員選舉,第一次賸餘,1091002,當選後與其公務有關之費用支出,阿潭蔬果行,49677922,0.00,551.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
103,彭俊豪,109年立法委員選舉,第一次賸餘,1091003,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢工業區,44953265,0.00,474.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
104,彭俊豪,109年立法委員選舉,第一次賸餘,1091006,當選後與其公務有關之費用支出,金富達股份有限公司,85004858,0.00,890.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
105,彭俊豪,109年立法委員選舉,第一次賸餘,1091008,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處平鎮加油站,44533314,0.00,470.00,,,,油資,金錢,桃園市平鎮區****,,,,,,,,
106,彭俊豪,109年立法委員選舉,第一次賸餘,1091011,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處中壢工業區,44953265,0.00,516.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
107,彭俊豪,109年立法委員選舉,第一次賸餘,1091012,當選後與其公務有關之費用支出,阿潭蔬果行,49677922,0.00,263.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
108,彭俊豪,109年立法委員選舉,第一次賸餘,1091012,當選後與其公務有關之費用支出,文中加油站有限公司,96994239,0.00,1387.00,,,,油資,金錢,桃園市蘆竹區****,,,,,,,,
109,彭俊豪,109年立法委員選舉,第一次賸餘,1091014,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處平鎮加油站,44533314,0.00,470.00,,,,油資,金錢,桃園市平鎮區****,,,,,,,,
110,彭俊豪,109年立法委員選舉,第一次賸餘,1091015,當選後與其公務有關之費用支出,北基國際股份有限公司正中加油站,20430773,0.00,1413.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
111,彭俊豪,109年立法委員選舉,第一次賸餘,1091018,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,1292.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
112,彭俊豪,109年立法委員選舉,第一次賸餘,1091018,當選後與其公務有關之費用支出,台灣中油股份有限公司油品行銷事業部桃園營業處新屋加油,44542622,0.00,1210.00,,,,油資,金錢,桃園市新屋區****,,,,,,,,
113,彭俊豪,109年立法委員選舉,第一次賸餘,1091021,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處三民路加油,98249357,0.00,1000.00,,,,油資,金錢,桃園市桃園區****,,,,,,,,
114,彭俊豪,109年立法委員選舉,第一次賸餘,1091024,當選後與其公務有關之費用支出,建隆煤氣行,99459865,0.00,610.00,,,,水電瓦斯費用,金錢,桃園市中壢區****,,,,,,,,
115,彭俊豪,109年立法委員選舉,第一次賸餘,1091026,當選後與其公務有關之費用支出,台灣中油（股）油品行銷事業部台北營業處光復北路加油站,01606343,0.00,1386.00,,,,油資,金錢,臺北市松山區****,,,,,,,,
116,彭俊豪,109年立法委員選舉,第一次賸餘,1091026,當選後與其公務有關之費用支出,沙亞諾精緻烘焙坊,09648649,0.00,4400.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
117,彭俊豪,109年立法委員選舉,第一次賸餘,1091027,當選後與其公務有關之費用支出,中華電信股份有限公司台灣北區電信分公司桃園營運處,19683736,0.00,1176.00,,,,電信費用,金錢,桃園市桃園區****,,,,,,,,
118,彭俊豪,109年立法委員選舉,第一次賸餘,1091027,當選後與其公務有關之費用支出,互動在綫股份有限公司,80177937,0.00,990.00,,,,雜項購置或修繕費用,金錢,臺北市松山區****,,,,,,,,
119,彭俊豪,109年立法委員選舉,第一次賸餘,1091029,當選後與其公務有關之費用支出,阿潭蔬果行,49677922,0.00,373.00,,,,餐飲支出,金錢,桃園市中壢區****,,,,,,,,
120,彭俊豪,109年立法委員選舉,第一次賸餘,1091102,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,1154.00,,,,油資,金錢,桃園市中壢區****,,,,,,,,
121,彭俊豪,109年立法委員選舉,第一次賸餘,1091103,當選後與其公務有關之費用支出,阿潭蔬果行,49677922,0.00,395.00,,,,餐飲費用,金錢,桃園市中壢區****,,,,,,,,
122,彭俊豪,109年立法委員選舉,第一次賸餘,1091105,當選後與其公務有關之費用支出,辰威光電科技股份有限公司,50907795,0.00,1300.00,,,,雜項購置或修繕費用,金錢,桃園市平鎮區****,,,,,,,,
123,彭俊豪,109年立法委員選舉,第一次賸餘,1091105,當選後與其公務有關之費用支出,鉦曜五金商行,85249093,0.00,745.00,,,,雜項購置或修繕費用,金錢,桃園市新屋區****,,,,,,,,
124,彭俊豪,109年立法委員選舉,第一次賸餘,1091106,當選後與其公務有關之費用支出,禾菘企業社,30174148,0.00,464.00,,,,餐飲費用,金錢,桃園市中壢區****,,,,,,,,
125,彭俊豪,109年立法委員選舉,第一次賸餘,1091108,當選後與其公務有關之費用支出,台灣中油（股）公司油品行銷事業部桃園營業處龍岡加油站,02700330,0.00,509.00,,,,差旅膳宿費用,金錢,桃園市中壢區****,,,,,,,,
