序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
13,吳思瑤,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,7-11,97164871,0.00,266.00,,,,餐飲費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:31:57
14,吳思瑤,109年立法委員選舉,第一次賸餘,1090216,當選後與其公務有關之費用支出,計程車TDF3305,,0.00,1210.00,,,,搭乘交通工具費用,金錢,,4499*****,,,,,,,2022/2/18 下午 03:31:57
15,吳思瑤,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,偉達洗衣店,20647111,0.00,2000.00,,,,清潔整理費用,金錢,台北市敦化北****,,,,,,,,2022/2/18 下午 03:31:57
16,吳思瑤,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,饌玉豐麵食館,38558104,0.00,370.00,,,,餐飲費用,金錢,台北市中正區****,,,,,,,,2022/2/18 下午 03:31:57
17,吳思瑤,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,21世紀生活事業股份有限公司,85317015,0.00,350.00,,,,餐飲費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:31:57
18,吳思瑤,109年立法委員選舉,第一次賸餘,1090219,當選後與其公務有關之費用支出,計程車TDN1080,,0.00,305.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
19,吳思瑤,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,中華郵政,,0.00,424.00,,,,郵寄競選物品或宣傳廣告費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
20,吳思瑤,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,台灣電力公司,31096199,0.00,1143.00,,,,水電瓦斯費用,金錢,台北市中山北****,,,,,,,,2022/2/18 下午 03:31:57
21,吳思瑤,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,台灣電力公司,31096199,0.00,3339.00,,,,水電瓦斯費用,金錢,台北市中山北****,,,,,,,,2022/2/18 下午 03:31:57
22,吳思瑤,109年立法委員選舉,第一次賸餘,1090221,當選後與其公務有關之費用支出,中華郵政,,0.00,112.00,,,,郵寄競選物品或宣傳廣告費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
23,吳思瑤,109年立法委員選舉,第一次賸餘,1090221,當選後與其公務有關之費用支出,PC HOME,16606102,0.00,1960.00,,,,文康活動費用,金錢,台北市大安區****,,,,,,,,2022/2/18 下午 03:31:57
24,吳思瑤,109年立法委員選舉,第一次賸餘,1090222,當選後與其公務有關之費用支出,錢都涮涮鍋,37894380,0.00,715.00,,,,餐飲費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:31:57
25,吳思瑤,109年立法委員選舉,第一次賸餘,1090223,當選後與其公務有關之費用支出,計程車TDF6771,,0.00,380.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
26,吳思瑤,109年立法委員選舉,第一次賸餘,1090223,當選後與其公務有關之費用支出,計程車TDG9012,,0.00,480.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
27,吳思瑤,109年立法委員選舉,第一次賸餘,1090223,當選後與其公務有關之費用支出,北投文物館,48955551,0.00,94005.00,,,,餐飲費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
28,吳思瑤,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,中華郵政,,0.00,56.00,,,,郵寄物品費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
29,吳思瑤,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,偉達洗衣店,20647111,0.00,630.00,,,,清潔整理費用,金錢,台北市敦化北****,,,,,,,,2022/2/18 下午 03:31:57
30,吳思瑤,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,計程車TDA-5931,,0.00,320.00,,,,搭乘交通工具費用,金錢,,0800*****,,,,,,,2022/2/18 下午 03:31:57
31,吳思瑤,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,全聯福利中心,80200542,0.00,140.00,,,,餐飲費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:31:57
32,吳思瑤,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,中華郵政,,0.00,64.00,,,,郵寄物品費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
33,吳思瑤,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,活力鮮果坊,82257859,0.00,1000.00,,,,餐飲費用,金錢,桃園市桃園區****,,,,,,,,2022/2/18 下午 03:31:57
34,吳思瑤,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,7-11,97164871,0.00,200.00,,,,餐飲費用,金錢,,,,,,,,,2022/2/18 下午 03:31:57
35,吳思瑤,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,優浦羅股份有限公司,28655401,0.00,700.00,,,,購置物品費用,金錢,宜蘭縣宜蘭市****,,,,,,,,2022/2/18 下午 03:31:57
36,吳思瑤,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,芳田花坊,34975070,0.00,2000.00,,,,聯誼交際費用,金錢,嘉義市東區中****,,,,,,,,2022/2/18 下午 03:31:57
37,吳思瑤,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,薪傳印刷事業有限公司,84482699,0.00,672.00,,,,活動企劃費用,金錢,新北市中和市****,,,,,,,,2022/2/18 下午 03:31:57
38,吳思瑤,109年立法委員選舉,第一次賸餘,1090228,當選後與其公務有關之費用支出,米塔關渡有限公司,53916087,0.00,239.00,,,,餐飲費用,金錢,台北市大度路****,,,,,,,,2022/2/18 下午 03:31:57
39,吳思瑤,109年立法委員選舉,第一次賸餘,1090229,當選後與其公務有關之費用支出,頂好超市,70777031,0.00,630.00,,,,餐飲費用,金錢,新北市淡水區****,,,,,,,,2022/2/18 下午 03:31:57
40,吳思瑤,109年立法委員選舉,第一次賸餘,1090229,當選後與其公務有關之費用支出,7-11,97164871,0.00,274.00,,,,購置物品費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:31:57
41,吳思瑤,109年立法委員選舉,第一次賸餘,1090301,當選後與其公務有關之費用支出,士林區子社報業服務處,,0.00,1550.00,,,,書報雜誌費用,金錢,,0228*****,,,,,,,2022/2/18 下午 03:31:57
42,吳思瑤,109年立法委員選舉,第一次賸餘,1090301,當選後與其公務有關之費用支出,計程車 台灣大車隊619,,0.00,560.00,,,,搭乘交通工具費用,金錢,,5568*****,,,,,,,2022/2/18 下午 03:31:57
43,吳思瑤,109年立法委員選舉,第一次賸餘,1090301,當選後與其公務有關之費用支出,計程車TDN361,,0.00,190.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
44,吳思瑤,109年立法委員選舉,第一次賸餘,1090301,當選後與其公務有關之費用支出,麥當勞,23932130,0.00,281.00,,,,餐飲費用,金錢,臺北市中正區****,,,,,,,,2022/2/18 下午 03:31:57
45,吳思瑤,109年立法委員選舉,第一次賸餘,1090301,當選後與其公務有關之費用支出,台灣品美香有限公司,29035703,0.00,300.00,,,,餐飲費用,金錢,台北市士林區****,,,,,,,,2022/2/18 下午 03:31:57
46,吳思瑤,109年立法委員選舉,第一次賸餘,1090301,當選後與其公務有關之費用支出,艾蕙服飾開發有限公司,86867430,0.00,1699.00,,,,購置物品費用,金錢,台北市士林區****,,,,,,,,2022/2/18 下午 03:31:57
47,吳思瑤,109年立法委員選舉,第一次賸餘,1090302,當選後與其公務有關之費用支出,計程車TDF8113,,0.00,185.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
48,吳思瑤,109年立法委員選舉,第一次賸餘,1090302,當選後與其公務有關之費用支出,計程車TDD3885,,0.00,195.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
49,吳思瑤,109年立法委員選舉,第一次賸餘,1090302,當選後與其公務有關之費用支出,花卉營業人(1715)右,01225560,0.00,1200.00,,,,聯誼交際費用,金錢,台北市新湖三****,,,,,,,,2022/2/18 下午 03:31:57
50,吳思瑤,109年立法委員選舉,第一次賸餘,1090302,當選後與其公務有關之費用支出,花幻想花坊,17402767,0.00,2000.00,,,,聯誼交際費用,金錢,高雄市鳳山區****,,,,,,,,2022/2/18 下午 03:31:57
51,吳思瑤,109年立法委員選舉,第一次賸餘,1090302,當選後與其公務有關之費用支出,得勝刻印鎖行,21739291,0.00,7000.00,,,,修繕費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
52,吳思瑤,109年立法委員選舉,第一次賸餘,1090302,當選後與其公務有關之費用支出,太陽王餐飲股份有限公司,24584264,0.00,50000.00,,,,餐飲費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
53,吳思瑤,109年立法委員選舉,第一次賸餘,1090302,當選後與其公務有關之費用支出,肯德基,51324072,0.00,245.00,,,,餐飲費用,金錢,臺北市士林區****,,,,,,,,2022/2/18 下午 03:31:57
54,吳思瑤,109年立法委員選舉,第一次賸餘,1090303,當選後與其公務有關之費用支出,計程車TDA8207,,0.00,235.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
55,吳思瑤,109年立法委員選舉,第一次賸餘,1090303,當選後與其公務有關之費用支出,品竑咖啡,72919747,0.00,420.00,,,,餐飲費用,金錢,台北市中正區****,,,,,,,,2022/2/18 下午 03:31:57
56,吳思瑤,109年立法委員選舉,第一次賸餘,1090303,當選後與其公務有關之費用支出,忠青好食商行,75255503,0.00,265.00,,,,餐飲費用,金錢,台北市中正區****,,,,,,,,2022/2/18 下午 03:31:57
57,吳思瑤,109年立法委員選舉,第一次賸餘,1090303,當選後與其公務有關之費用支出,大橡科技有限公司,82818310,0.00,3150.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,台北市大安區****,,,,,,,,2022/2/18 下午 03:31:57
58,吳思瑤,109年立法委員選舉,第一次賸餘,1090304,當選後與其公務有關之費用支出,計程車 166-M2,,0.00,385.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
59,吳思瑤,109年立法委員選舉,第一次賸餘,1090304,當選後與其公務有關之費用支出,計程車 535-7C,,0.00,285.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
60,吳思瑤,109年立法委員選舉,第一次賸餘,1090304,當選後與其公務有關之費用支出,計程車TDA5078,,0.00,185.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
61,吳思瑤,109年立法委員選舉,第一次賸餘,1090304,當選後與其公務有關之費用支出,頂好超市,70777031,0.00,863.00,,,,雜項購置或修繕費用,金錢,新北市淡水區****,,,,,,,,2022/2/18 下午 03:31:57
62,吳思瑤,109年立法委員選舉,第一次賸餘,1090304,當選後與其公務有關之費用支出,台北服務站,81605612,0.00,9100.00,,,,雜項購置或修繕費用,金錢,台北市南港區****,,,,,,,,2022/2/18 下午 03:31:57
63,吳思瑤,109年立法委員選舉,第一次賸餘,1090305,當選後與其公務有關之費用支出,中華郵政,,0.00,84.00,,,,郵寄物品費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
64,吳思瑤,109年立法委員選舉,第一次賸餘,1090305,當選後與其公務有關之費用支出,計程車598-K2,,0.00,190.00,,,,搭乘交通工具費用,金錢,,0289*****,,,,,,,2022/2/18 下午 03:31:57
65,吳思瑤,109年立法委員選舉,第一次賸餘,1090305,當選後與其公務有關之費用支出,中華郵政,,0.00,336.00,,,,郵寄物品費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
66,吳思瑤,109年立法委員選舉,第一次賸餘,1090305,當選後與其公務有關之費用支出,高記紅茶,01366499,0.00,4000.00,,,,餐飲費用,金錢,北投公有市場****,,,,,,,,2022/2/18 下午 03:31:57
67,吳思瑤,109年立法委員選舉,第一次賸餘,1090305,當選後與其公務有關之費用支出,新竹物流,31282969,0.00,1400.00,,,,郵寄物品費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
68,吳思瑤,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,中華郵政,,0.00,28.00,,,,郵寄物品費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
69,吳思瑤,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,計程車AAA-111,,0.00,265.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
70,吳思瑤,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,中華郵政,,0.00,112.00,,,,郵寄物品費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
71,吳思瑤,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,建利汽車商行,01393025,0.00,2700.00,,,,維修宣傳車費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
72,吳思瑤,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,遠東SOGO,27945380,0.00,9061.00,,,,購置物品費用,金錢,台北市忠孝東****,,,,,,,,2022/2/18 下午 03:31:57
73,吳思瑤,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,美和堂禮儀社,55694602,0.00,2000.00,,,,聯誼交際費用,金錢,台中市大甲區****,,,,,,,,2022/2/18 下午 03:31:57
74,吳思瑤,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,多莉咖啡,75063060,0.00,220.00,,,,餐飲費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
75,吳思瑤,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,中華電信股份有限公司,81691784,0.00,2339.00,,,,電信費用,金錢,台北市金山南****,,,,,,,,2022/2/18 下午 03:31:57
76,吳思瑤,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,廣奕堂書局,81715890,0.00,190.00,,,,文具用品費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
77,吳思瑤,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,7-11,86376048,0.00,420.00,,,,郵寄物品費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
78,吳思瑤,109年立法委員選舉,第一次賸餘,1090306,當選後與其公務有關之費用支出,拿坡里披薩,97307147,0.00,1145.00,,,,餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
79,吳思瑤,109年立法委員選舉,第一次賸餘,1090307,當選後與其公務有關之費用支出,計程車TAN-737,,0.00,400.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
80,吳思瑤,109年立法委員選舉,第一次賸餘,1090307,當選後與其公務有關之費用支出,金帛吐司坊,42363550,0.00,4200.00,,,,餐飲費用,金錢,台北市中正區****,,,,,,,,2022/2/18 下午 03:31:57
81,吳思瑤,109年立法委員選舉,第一次賸餘,1090307,當選後與其公務有關之費用支出,東明數位實業有限公司,48846246,0.00,4110.00,,,,購置物品費用,金錢,台北市仁愛路****,,,,,,,,2022/2/18 下午 03:31:57
82,吳思瑤,109年立法委員選舉,第一次賸餘,1090307,當選後與其公務有關之費用支出,頂好超市,70777031,0.00,1470.00,,,,餐飲費用,金錢,新北市淡水區****,,,,,,,,2022/2/18 下午 03:31:57
83,吳思瑤,109年立法委員選舉,第一次賸餘,1090307,當選後與其公務有關之費用支出,貴群企業有限公司,84262528,0.00,124.00,,,,餐飲費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
84,吳思瑤,109年立法委員選舉,第一次賸餘,1090308,當選後與其公務有關之費用支出,計程車TDA3393,,0.00,515.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
85,吳思瑤,109年立法委員選舉,第一次賸餘,1090308,當選後與其公務有關之費用支出,計程車TDF3982,,0.00,575.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
86,吳思瑤,109年立法委員選舉,第一次賸餘,1090308,當選後與其公務有關之費用支出,計程車TDF3982,,0.00,665.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
87,吳思瑤,109年立法委員選舉,第一次賸餘,1090308,當選後與其公務有關之費用支出,世界城鮮菓店,01394811,0.00,12300.00,,,,活動餐飲費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
88,吳思瑤,109年立法委員選舉,第一次賸餘,1090308,當選後與其公務有關之費用支出,台灣中油,01490119,0.00,1013.00,,,,宣傳車輛燃料費用,金錢,臺北市中正區****,,,,,,,,2022/2/18 下午 03:31:57
89,吳思瑤,109年立法委員選舉,第一次賸餘,1090309,當選後與其公務有關之費用支出,花卉營業人(1715)右,01225560,0.00,1750.00,,,,聯誼交際費用,金錢,台北市新湖三****,,,,,,,,2022/2/18 下午 03:31:57
90,吳思瑤,109年立法委員選舉,第一次賸餘,1090309,當選後與其公務有關之費用支出,松下淨化科技有限公司,24745156,0.00,799.00,,,,購置物品費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:31:57
91,吳思瑤,109年立法委員選舉,第一次賸餘,1090309,當選後與其公務有關之費用支出,新竹物流,31282969,0.00,500.00,,,,郵寄物品費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
92,吳思瑤,109年立法委員選舉,第一次賸餘,1090309,當選後與其公務有關之費用支出,新竹物流,31282969,0.00,200.00,,,,郵寄物品費用,金錢,臺北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
93,吳思瑤,109年立法委員選舉,第一次賸餘,1090309,當選後與其公務有關之費用支出,勝霖藥品,31587511,0.00,438.00,,,,雜項購置費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:31:57
94,吳思瑤,109年立法委員選舉,第一次賸餘,1090310,當選後與其公務有關之費用支出,香港隆華燒臘店,10340345,0.00,4070.00,,,,餐飲費用,金錢,台北市石牌路****,,,,,,,,2022/2/18 下午 03:31:57
95,吳思瑤,109年立法委員選舉,第一次賸餘,1090310,當選後與其公務有關之費用支出,純米企業社,42241810,0.00,1060.00,,,,餐飲費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:31:57
96,吳思瑤,109年立法委員選舉,第一次賸餘,1090310,當選後與其公務有關之費用支出,正聲廣播股份有限公司,66003703,0.00,35000.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,嘉義市垂楊路****,,,,,,,,2022/2/18 下午 03:31:57
97,吳思瑤,109年立法委員選舉,第一次賸餘,1090310,當選後與其公務有關之費用支出,正聲廣播股份有限公司,66003703,0.00,100000.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,嘉義市垂楊路****,,,,,,,,2022/2/18 下午 03:31:57
98,吳思瑤,109年立法委員選舉,第一次賸餘,1090310,當選後與其公務有關之費用支出,正聲廣播股份有限公司,66003703,0.00,80000.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,嘉義市垂楊路****,,,,,,,,2022/2/18 下午 03:31:57
99,吳思瑤,109年立法委員選舉,第一次賸餘,1090310,當選後與其公務有關之費用支出,7-11,97164871,0.00,500.00,,,,郵寄物品費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:31:57
100,吳思瑤,109年立法委員選舉,第一次賸餘,1090310,當選後與其公務有關之費用支出,7-11,97164871,0.00,159.00,,,,雜項購置費用,金錢,,,,,,,,,2022/2/18 下午 03:31:57
101,吳思瑤,109年立法委員選舉,第一次賸餘,1090311,當選後與其公務有關之費用支出,中華郵政,,0.00,28.00,,,,郵寄物品費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
102,吳思瑤,109年立法委員選舉,第一次賸餘,1090311,當選後與其公務有關之費用支出,萊客精緻西點麵包店,17086852,0.00,420.00,,,,餐飲費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
103,吳思瑤,109年立法委員選舉,第一次賸餘,1090311,當選後與其公務有關之費用支出,北投南豐天玥泉,53357577,0.00,8400.00,,,,聯誼交際費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
104,吳思瑤,109年立法委員選舉,第一次賸餘,1090311,當選後與其公務有關之費用支出,中華電信股份有限公司,81691784,0.00,1682.00,,,,電信費用,金錢,,,,,,,,,2022/2/18 下午 03:31:57
105,吳思瑤,109年立法委員選舉,第一次賸餘,1090312,當選後與其公務有關之費用支出,計程車TDC0183,,0.00,1320.00,,,,搭乘交通工具費用,金錢,,02-4*****,,,,,,,2022/2/18 下午 03:31:57
106,吳思瑤,109年立法委員選舉,第一次賸餘,1090312,當選後與其公務有關之費用支出,計程車TDF8301,,0.00,280.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
107,吳思瑤,109年立法委員選舉,第一次賸餘,1090312,當選後與其公務有關之費用支出,計程車TDA2083,,0.00,290.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
108,吳思瑤,109年立法委員選舉,第一次賸餘,1090312,當選後與其公務有關之費用支出,太陽王餐飲股份有限公司,24584264,0.00,50000.00,,,,餐飲費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
109,吳思瑤,109年立法委員選舉,第一次賸餘,1090312,當選後與其公務有關之費用支出,全國電子,28982101,0.00,1490.00,,,,購置物品費用,金錢,台北市松山區****,,,,,,,,2022/2/18 下午 03:31:57
110,吳思瑤,109年立法委員選舉,第一次賸餘,1090312,當選後與其公務有關之費用支出,一定香小吃店,48558835,0.00,5000.00,,,,餐飲費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
111,吳思瑤,109年立法委員選舉,第一次賸餘,1090312,當選後與其公務有關之費用支出,瓦城泰統股份有限公司,80267070,0.00,1529.00,,,,餐飲費用,金錢,台北市松山區****,,,,,,,,2022/2/18 下午 03:31:57
112,吳思瑤,109年立法委員選舉,第一次賸餘,1090313,當選後與其公務有關之費用支出,中華郵政,,0.00,92.00,,,,郵寄物品費用,金錢,台北市北投區****,,,,,,,,2022/2/18 下午 03:31:57
113,吳思瑤,109年立法委員選舉,第一次賸餘,1090313,當選後與其公務有關之費用支出,寶雅,51303604,0.00,785.00,,,,餐飲費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:31:57
114,吳思瑤,109年立法委員選舉,第一次賸餘,1090313,當選後與其公務有關之費用支出,運和生技有限公司,53325581,0.00,17010.00,,,,雜項購置費用,金錢,台北市中正區****,,,,,,,,2022/2/18 下午 03:31:57
115,吳思瑤,109年立法委員選舉,第一次賸餘,1090313,當選後與其公務有關之費用支出,7-11,97164871,0.00,489.00,,,,雜項購置費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:31:57
116,吳思瑤,109年立法委員選舉,第一次賸餘,1090314,當選後與其公務有關之費用支出,計程車TDA-6021,,0.00,110.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
117,吳思瑤,109年立法委員選舉,第一次賸餘,1090314,當選後與其公務有關之費用支出,facebook廣告,,0.00,501.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,臺北市信義區****,,,,,,,,2022/2/18 下午 03:31:57
118,吳思瑤,109年立法委員選舉,第一次賸餘,1090315,當選後與其公務有關之費用支出,計程車 789-P2,,0.00,270.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
119,吳思瑤,109年立法委員選舉,第一次賸餘,1090315,當選後與其公務有關之費用支出,油庫口小吃店,73790430,0.00,260.00,,,,餐飲費用,金錢,新北市板橋區****,,,,,,,,2022/2/18 下午 03:31:57
120,吳思瑤,109年立法委員選舉,第一次賸餘,1090316,當選後與其公務有關之費用支出,計程車TDD1131,,0.00,270.00,,,,搭乘交通工具費用,金錢,,0227*****,,,,,,,2022/2/18 下午 03:31:57
